date,region,min,max
08/03/2020,Switzerland_nan,-7.9,-1
09/03/2020,Switzerland_nan,-6.9,-0.4
10/03/2020,Switzerland_nan,-3.7,1.7
11/03/2020,Switzerland_nan,-3.2,4.3
12/03/2020,Switzerland_nan,-1.5,5.5
13/03/2020,Switzerland_nan,-2.8,3.5
18/02/2020,Taiwan_Taiwan,5.7,12.8
19/02/2020,Taiwan_Taiwan,4.4,15.1
20/02/2020,Taiwan_Taiwan,7.2,18.2
21/02/2020,Taiwan_Taiwan,7.8,18.5
22/02/2020,Taiwan_Taiwan,8.4,20.2
23/02/2020,Taiwan_Taiwan,9.9,21.1
24/02/2020,Taiwan_Taiwan,10.8,22.1
25/02/2020,Taiwan_Taiwan,12.5,22.2
26/02/2020,Taiwan_Taiwan,12.7,21.9
27/02/2020,Taiwan_Taiwan,12.5,21.9
27/02/2020,Taiwan_Taiwan,11.7,21.2
28/02/2020,Taiwan_Taiwan,11.6,19.5
28/02/2020,Taiwan_Taiwan,10.5,20.8
29/02/2020,Taiwan_Taiwan,10.8,18.7
29/02/2020,Taiwan_Taiwan,10.2,21
01/03/2020,Taiwan_Taiwan,10.9,19.3
01/03/2020,Taiwan_Taiwan,11.3,20
02/03/2020,Taiwan_Taiwan,10.2,19.2
02/03/2020,Taiwan_Taiwan,11.3,22.1
03/03/2020,Taiwan_Taiwan,8.9,16.9
03/03/2020,Taiwan_Taiwan,11.4,21.7
04/03/2020,Taiwan_Taiwan,10.7,20.8
05/03/2020,Taiwan_Taiwan,8.6,13.2
06/03/2020,Taiwan_Taiwan,8.4,18.6
07/03/2020,Taiwan_Taiwan,10.1,21
08/03/2020,Taiwan_Taiwan,12.2,22.6
09/03/2020,Taiwan_Taiwan,11.6,23.1
10/03/2020,Taiwan_Taiwan,9.9,18.4
11/03/2020,Taiwan_Taiwan,10.5,19.5
12/03/2020,Taiwan_Taiwan,12.2,21.1
13/03/2020,Taiwan_Taiwan,13.3,22.2
18/02/2020,Thailand_nan,26.1,34.7
19/02/2020,Thailand_nan,25.9,35.8
20/02/2020,Thailand_nan,27.3,36.7
21/02/2020,Thailand_nan,26.9,36.3
22/02/2020,Thailand_nan,26.1,36.6
23/02/2020,Thailand_nan,26.3,35.9
24/02/2020,Thailand_nan,27.8,36.5
25/02/2020,Thailand_nan,27.5,34.9
26/02/2020,Thailand_nan,27.7,34.7
27/02/2020,Thailand_nan,27.3,36.2
27/02/2020,Thailand_nan,27.2,34.7
28/02/2020,Thailand_nan,27.3,36.8
28/02/2020,Thailand_nan,27.5,35
29/02/2020,Thailand_nan,27.2,37.7
29/02/2020,Thailand_nan,27.2,34.2
01/03/2020,Thailand_nan,27.3,37.9
01/03/2020,Thailand_nan,27.3,35
02/03/2020,Thailand_nan,28.1,36.3
02/03/2020,Thailand_nan,27.3,34.7
03/03/2020,Thailand_nan,28,36
03/03/2020,Thailand_nan,27.6,35.2
04/03/2020,Thailand_nan,28.1,37.2
04/03/2020,Thailand_nan,27.7,35.2
05/03/2020,Thailand_nan,27.1,36.2
06/03/2020,Thailand_nan,28,36.7
07/03/2020,Thailand_nan,27.7,36.2
08/03/2020,Thailand_nan,27.7,35.3
09/03/2020,Thailand_nan,27.8,36.5
10/03/2020,Thailand_nan,28,36.5
11/03/2020,Thailand_nan,28.1,36.5
12/03/2020,Thailand_nan,28.1,35.6
13/03/2020,Thailand_nan,27.8,34.1
18/02/2020,UK_nan,0.4,3
19/02/2020,UK_nan,0.5,6.7
20/02/2020,UK_nan,0.9,6.8
21/02/2020,UK_nan,-0.1,8.3
22/02/2020,UK_nan,1.5,5.7
23/02/2020,UK_nan,2.2,8.5
24/02/2020,UK_nan,-1.9,8.6
25/02/2020,UK_nan,-1.9,1.3
26/02/2020,UK_nan,-0.8,6.1
27/02/2020,UK_nan,-1.5,1.8
27/02/2020,UK_nan,-0.7,2.7
28/02/2020,UK_nan,-1.8,1.3
28/02/2020,UK_nan,0.3,4
29/02/2020,UK_nan,-2.5,-0.1
29/02/2020,UK_nan,-0.4,6.5
01/03/2020,UK_nan,-3.9,0.2
01/03/2020,UK_nan,-2,0.8
02/03/2020,UK_nan,-6.4,1.5
02/03/2020,UK_nan,-2.6,0.5
03/03/2020,UK_nan,-1.6,4.5
03/03/2020,UK_nan,-4.3,0.6
04/03/2020,UK_nan,-4.4,0.8
05/03/2020,UK_nan,-4.1,1.4
06/03/2020,UK_nan,-3,4.2
07/03/2020,UK_nan,0,5.4
08/03/2020,UK_nan,0,6.2
09/03/2020,UK_nan,3.9,6.6
10/03/2020,UK_nan,0.5,7.7
11/03/2020,UK_nan,0.3,6.4
12/03/2020,UK_nan,3,10.2
13/03/2020,UK_nan,4.4,9.4
18/02/2020,United Arab Emirates_nan,19.7,29.6
19/02/2020,United Arab Emirates_nan,18.7,30.1
20/02/2020,United Arab Emirates_nan,21.1,31.9
21/02/2020,United Arab Emirates_nan,18.4,26.1
22/02/2020,United Arab Emirates_nan,16.8,28.2
23/02/2020,United Arab Emirates_nan,19.8,33
24/02/2020,United Arab Emirates_nan,22.7,32.6
25/02/2020,United Arab Emirates_nan,22.3,33.5
26/02/2020,United Arab Emirates_nan,18.2,27.6
27/02/2020,United Arab Emirates_nan,16.6,26.9
27/02/2020,United Arab Emirates_nan,17.3,23.4
28/02/2020,United Arab Emirates_nan,16.2,26.5
28/02/2020,United Arab Emirates_nan,15.2,24.8
29/02/2020,United Arab Emirates_nan,16.2,28.8
29/02/2020,United Arab Emirates_nan,15.2,26.9
01/03/2020,United Arab Emirates_nan,19.8,32.8
01/03/2020,United Arab Emirates_nan,16.1,30.1
02/03/2020,United Arab Emirates_nan,17.2,27.5
02/03/2020,United Arab Emirates_nan,18.9,28.3
03/03/2020,United Arab Emirates_nan,16.6,27
03/03/2020,United Arab Emirates_nan,16.5,25.1
04/03/2020,United Arab Emirates_nan,16.6,29.4
04/03/2020,United Arab Emirates_nan,15,25.5
05/03/2020,United Arab Emirates_nan,15.4,25.8
06/03/2020,United Arab Emirates_nan,15.8,28.6
07/03/2020,United Arab Emirates_nan,18.9,32
08/03/2020,United Arab Emirates_nan,17,27.3
09/03/2020,United Arab Emirates_nan,16.5,25.9
10/03/2020,United Arab Emirates_nan,16.5,28.4
11/03/2020,United Arab Emirates_nan,19.3,31.4
12/03/2020,United Arab Emirates_nan,22.6,34
13/03/2020,United Arab Emirates_nan,25.1,35.1
18/02/2020,"Unites States_Boston, MA",-0.7,7.6
19/02/2020,"Unites States_Boston, MA",-4.4,7.6
20/02/2020,"Unites States_Boston, MA",-7.2,-1.3
21/02/2020,"Unites States_Boston, MA",-8.3,0.6
22/02/2020,"Unites States_Boston, MA",-1.4,5
23/02/2020,"Unites States_Boston, MA",0.4,9.7
24/02/2020,"Unites States_Boston, MA",3.1,9
25/02/2020,"Unites States_Boston, MA",1.9,4.7
26/02/2020,"Unites States_Boston, MA",-1,1.9
27/02/2020,"Unites States_Boston, MA",0,10
27/02/2020,"Unites States_Boston, MA",-2.4,10.6
28/02/2020,"Unites States_Boston, MA",0,9.8
28/02/2020,"Unites States_Boston, MA",-3.9,1.1
29/02/2020,"Unites States_Boston, MA",-3.4,4.7
29/02/2020,"Unites States_Boston, MA",-4.2,1.5
01/03/2020,"Unites States_Boston, MA",-6.8,-0.4
01/03/2020,"Unites States_Boston, MA",-6.2,0.9
02/03/2020,"Unites States_Boston, MA",-10.3,-1.6
02/03/2020,"Unites States_Boston, MA",-3.2,3.2
03/03/2020,"Unites States_Boston, MA",-10.2,-1.9
03/03/2020,"Unites States_Boston, MA",3,10.6
04/03/2020,"Unites States_Boston, MA",5.5,10.5
05/03/2020,"Unites States_Boston, MA",3.6,13.1
06/03/2020,"Unites States_Boston, MA",-6.5,4.9
07/03/2020,"Unites States_Boston, MA",-11.4,-4.5
08/03/2020,"Unites States_Boston, MA",-14.7,-6
09/03/2020,"Unites States_Boston, MA",-14.6,-6.9
10/03/2020,"Unites States_Boston, MA",-7.8,5
11/03/2020,"Unites States_Boston, MA",4.5,11.4
12/03/2020,"Unites States_Boston, MA",5.7,14.2
13/03/2020,"Unites States_Boston, MA",13.3,13.3
18/02/2020,"Unites States_Chicago, IL",-5.5,3.3
19/02/2020,"Unites States_Chicago, IL",-7.8,-2.1
20/02/2020,"Unites States_Chicago, IL",-10.7,-3.9
21/02/2020,"Unites States_Chicago, IL",-7.4,2.3
22/02/2020,"Unites States_Chicago, IL",-2.1,7.5
23/02/2020,"Unites States_Chicago, IL",1.4,3.5
24/02/2020,"Unites States_Chicago, IL",3.1,5.6
25/02/2020,"Unites States_Chicago, IL",1.4,7.1
26/02/2020,"Unites States_Chicago, IL",-0.2,11.4
27/02/2020,"Unites States_Chicago, IL",-3.9,1.9
27/02/2020,"Unites States_Chicago, IL",-5.5,4.3
28/02/2020,"Unites States_Chicago, IL",-3.9,2
28/02/2020,"Unites States_Chicago, IL",-5.1,0
29/02/2020,"Unites States_Chicago, IL",-3.7,2.3
29/02/2020,"Unites States_Chicago, IL",-6.7,4.8
01/03/2020,"Unites States_Chicago, IL",-3.9,6.6
01/03/2020,"Unites States_Chicago, IL",1.9,13
02/03/2020,"Unites States_Chicago, IL",-3.8,3.8
02/03/2020,"Unites States_Chicago, IL",2.2,9.6
03/03/2020,"Unites States_Chicago, IL",-2.5,5.6
03/03/2020,"Unites States_Chicago, IL",0,8.1
04/03/2020,"Unites States_Chicago, IL",-0.2,4
05/03/2020,"Unites States_Chicago, IL",-6.8,-0.1
06/03/2020,"Unites States_Chicago, IL",-7.1,5.8
07/03/2020,"Unites States_Chicago, IL",-0.9,13.6
08/03/2020,"Unites States_Chicago, IL",-0.9,6.6
09/03/2020,"Unites States_Chicago, IL",4.1,13.4
10/03/2020,"Unites States_Chicago, IL",-0.5,7.9
11/03/2020,"Unites States_Chicago, IL",-0.3,11.5
12/03/2020,"Unites States_Chicago, IL",1.6,10.8
13/03/2020,"Unites States_Chicago, IL",3.6,12.7
27/02/2020,"Unites States_Humboldt County, CA",6,18.1
28/02/2020,"Unites States_Humboldt County, CA",5.4,13.8
29/02/2020,"Unites States_Humboldt County, CA",-2.7,5.1
01/03/2020,"Unites States_Humboldt County, CA",-4.8,7.3
02/03/2020,"Unites States_Humboldt County, CA",-3,10.9
03/03/2020,"Unites States_Humboldt County, CA",1.1,14.5
04/03/2020,"Unites States_Humboldt County, CA",0.8,17.1
05/03/2020,"Unites States_Humboldt County, CA",0.8,14.6
06/03/2020,"Unites States_Humboldt County, CA",-2.8,5.8
07/03/2020,"Unites States_Humboldt County, CA",-4.1,8.8
08/03/2020,"Unites States_Humboldt County, CA",-1.4,9.2
09/03/2020,"Unites States_Humboldt County, CA",-1.9,13.4
10/03/2020,"Unites States_Humboldt County, CA",-1.6,10.8
11/03/2020,"Unites States_Humboldt County, CA",-1.5,10.9
12/03/2020,"Unites States_Humboldt County, CA",-1.2,9.3
13/03/2020,"Unites States_Humboldt County, CA",-1.1,3
27/02/2020,"Unites States_Lackland, TX (From Diamond Princess)",1.4,15.7
28/02/2020,"Unites States_Lackland, TX (From Diamond Princess)",3.5,21.8
29/02/2020,"Unites States_Lackland, TX (From Diamond Princess)",8.9,20.5
01/03/2020,"Unites States_Lackland, TX (From Diamond Princess)",12.9,24.9
02/03/2020,"Unites States_Lackland, TX (From Diamond Princess)",16,23
03/03/2020,"Unites States_Lackland, TX (From Diamond Princess)",15.9,25.8
04/03/2020,"Unites States_Lackland, TX (From Diamond Princess)",10.4,24.7
05/03/2020,"Unites States_Lackland, TX (From Diamond Princess)",8.7,17.7
06/03/2020,"Unites States_Lackland, TX (From Diamond Princess)",6.5,18.1
07/03/2020,"Unites States_Lackland, TX (From Diamond Princess)",10.5,20.7
08/03/2020,"Unites States_Lackland, TX (From Diamond Princess)",15.9,20.8
09/03/2020,"Unites States_Lackland, TX (From Diamond Princess)",17.1,23.7
10/03/2020,"Unites States_Lackland, TX (From Diamond Princess)",17,26
11/03/2020,"Unites States_Lackland, TX (From Diamond Princess)",17,28.3
12/03/2020,"Unites States_Lackland, TX (From Diamond Princess)",18.6,27.4
13/03/2020,"Unites States_Lackland, TX (From Diamond Princess)",20.2,28.6
18/02/2020,"Unites States_Los Angeles, CA",15,23
19/02/2020,"Unites States_Los Angeles, CA",14,21.8
20/02/2020,"Unites States_Los Angeles, CA",15.3,24.7
21/02/2020,"Unites States_Los Angeles, CA",13.5,21.3
22/02/2020,"Unites States_Los Angeles, CA",12.6,20.3
23/02/2020,"Unites States_Los Angeles, CA",13.1,20.2
24/02/2020,"Unites States_Los Angeles, CA",14.4,26
25/02/2020,"Unites States_Los Angeles, CA",11.8,18.1
26/02/2020,"Unites States_Los Angeles, CA",11.1,18
26/02/2020,"Unites States_Los Angeles, CA",18.4,25.4
27/02/2020,"Unites States_Los Angeles, CA",12.3,19.8
27/02/2020,"Unites States_Los Angeles, CA",16.1,28.1
28/02/2020,"Unites States_Los Angeles, CA",12.4,18.8
28/02/2020,"Unites States_Los Angeles, CA",19.8,27.7
29/02/2020,"Unites States_Los Angeles, CA",11.3,18
29/02/2020,"Unites States_Los Angeles, CA",13.9,22.6
01/03/2020,"Unites States_Los Angeles, CA",10.8,15.1
01/03/2020,"Unites States_Los Angeles, CA",11.7,18
02/03/2020,"Unites States_Los Angeles, CA",10.9,16.4
02/03/2020,"Unites States_Los Angeles, CA",11.6,20.6
03/03/2020,"Unites States_Los Angeles, CA",12.1,18.1
03/03/2020,"Unites States_Los Angeles, CA",12.8,19.9
04/03/2020,"Unites States_Los Angeles, CA",12.9,19.6
05/03/2020,"Unites States_Los Angeles, CA",14.3,24.5
06/03/2020,"Unites States_Los Angeles, CA",13.5,24.4
07/03/2020,"Unites States_Los Angeles, CA",16.2,25.4
08/03/2020,"Unites States_Los Angeles, CA",15.1,23.1
09/03/2020,"Unites States_Los Angeles, CA",13.1,17.9
10/03/2020,"Unites States_Los Angeles, CA",12.2,14.1
11/03/2020,"Unites States_Los Angeles, CA",12.2,18.9
12/03/2020,"Unites States_Los Angeles, CA",12.6,15.8
18/02/2020,"Unites States_Madison, WI",-15.4,-0.1
19/02/2020,"Unites States_Madison, WI",-19.5,-10.6
20/02/2020,"Unites States_Madison, WI",-21.4,-9.9
21/02/2020,"Unites States_Madison, WI",-15.8,-1.6
22/02/2020,"Unites States_Madison, WI",-5.4,0.7
23/02/2020,"Unites States_Madison, WI",-7.7,1.1
24/02/2020,"Unites States_Madison, WI",1.1,5.3
25/02/2020,"Unites States_Madison, WI",2.8,6.4
26/02/2020,"Unites States_Madison, WI",-7,4
27/02/2020,"Unites States_Madison, WI",-7.5,-5
27/02/2020,"Unites States_Madison, WI",-9.8,-3.8
28/02/2020,"Unites States_Madison, WI",-8,-2.3
28/02/2020,"Unites States_Madison, WI",-9.1,-4.4
29/02/2020,"Unites States_Madison, WI",-8,3
29/02/2020,"Unites States_Madison, WI",-11.9,-0.3
01/03/2020,"Unites States_Madison, WI",-3.7,6.3
01/03/2020,"Unites States_Madison, WI",-0.6,8.5
02/03/2020,"Unites States_Madison, WI",-1.6,5.1
02/03/2020,"Unites States_Madison, WI",-2,2.5
03/03/2020,"Unites States_Madison, WI",-1.6,2.5
03/03/2020,"Unites States_Madison, WI",-3.5,3.9
04/03/2020,"Unites States_Madison, WI",-1.9,4.9
05/03/2020,"Unites States_Madison, WI",-6.7,-1.9
06/03/2020,"Unites States_Madison, WI",-8.4,3.2
07/03/2020,"Unites States_Madison, WI",-4.9,9.9
08/03/2020,"Unites States_Madison, WI",-4.9,1.4
09/03/2020,"Unites States_Madison, WI",-2.8,3.5
10/03/2020,"Unites States_Madison, WI",-3.7,1.9
11/03/2020,"Unites States_Madison, WI",-2.9,6.7
12/03/2020,"Unites States_Madison, WI",-1.8,6.4
13/03/2020,"Unites States_Madison, WI",-1.6,8.3
18/02/2020,"Unites States_Omaha, NE",-15,-5
19/02/2020,"Unites States_Omaha, NE",-8,-2
20/02/2020,"Unites States_Omaha, NE",-3,8
21/02/2020,"Unites States_Omaha, NE",0,11
22/02/2020,"Unites States_Omaha, NE",-4,9
23/02/2020,"Unites States_Omaha, NE",-2,8
24/02/2020,"Unites States_Omaha, NE",-5,4
25/02/2020,"Unites States_Omaha, NE",-9,2
26/02/2020,"Unites States_Omaha, NE",-11,0
27/02/2020,"Unites States_Omaha, NE",-8,1
28/02/2020,"Unites States_Omaha, NE",-7,4
29/02/2020,"Unites States_Omaha, NE",-7,4
01/03/2020,"Unites States_Omaha, NE",-7,4
02/03/2020,"Unites States_Omaha, NE",-7,4
03/03/2020,"Unites States_Omaha, NE",-7,4
27/02/2020,"Unites States_Omaha, NE (From Diamond Princess)",-3.3,5.3
28/02/2020,"Unites States_Omaha, NE (From Diamond Princess)",0.1,6.1
29/02/2020,"Unites States_Omaha, NE (From Diamond Princess)",-0.3,16.5
01/03/2020,"Unites States_Omaha, NE (From Diamond Princess)",2.6,12.4
02/03/2020,"Unites States_Omaha, NE (From Diamond Princess)",-1.9,2.6
03/03/2020,"Unites States_Omaha, NE (From Diamond Princess)",-2.3,9.7
04/03/2020,"Unites States_Omaha, NE (From Diamond Princess)",-2.1,5.9
05/03/2020,"Unites States_Omaha, NE (From Diamond Princess)",-5.5,2.5
06/03/2020,"Unites States_Omaha, NE (From Diamond Princess)",-3.4,16.6
07/03/2020,"Unites States_Omaha, NE (From Diamond Princess)",-2.7,13.6
08/03/2020,"Unites States_Omaha, NE (From Diamond Princess)",-2.7,6.5
09/03/2020,"Unites States_Omaha, NE (From Diamond Princess)",-0.8,8.3
10/03/2020,"Unites States_Omaha, NE (From Diamond Princess)",-0.8,9.8
11/03/2020,"Unites States_Omaha, NE (From Diamond Princess)",2.8,17.1
12/03/2020,"Unites States_Omaha, NE (From Diamond Princess)",4.7,12.7
13/03/2020,"Unites States_Omaha, NE (From Diamond Princess)",10.1,12.6
18/02/2020,"Unites States_Orange, CA",12.6,21.9
19/02/2020,"Unites States_Orange, CA",11.5,20.2
20/02/2020,"Unites States_Orange, CA",11.4,22.8
21/02/2020,"Unites States_Orange, CA",13.4,22.2
22/02/2020,"Unites States_Orange, CA",11.8,16.2
23/02/2020,"Unites States_Orange, CA",9.9,18.5
24/02/2020,"Unites States_Orange, CA",10.3,21.5
25/02/2020,"Unites States_Orange, CA",10.7,18.7
26/02/2020,"Unites States_Orange, CA",9,19
27/02/2020,"Unites States_Orange, CA",7.9,15
27/02/2020,"Unites States_Orange, CA",17.8,29.9
28/02/2020,"Unites States_Orange, CA",7.9,14
28/02/2020,"Unites States_Orange, CA",17.5,25.8
29/02/2020,"Unites States_Orange, CA",7.3,13.8
29/02/2020,"Unites States_Orange, CA",12.8,21.3
01/03/2020,"Unites States_Orange, CA",7.4,15.3
01/03/2020,"Unites States_Orange, CA",8.3,15.8
02/03/2020,"Unites States_Orange, CA",7.4,15.9
02/03/2020,"Unites States_Orange, CA",6.5,16.1
03/03/2020,"Unites States_Orange, CA",10.4,16.3
03/03/2020,"Unites States_Orange, CA",8.4,18.2
04/03/2020,"Unites States_Orange, CA",9.1,21.3
05/03/2020,"Unites States_Orange, CA",12.8,26.4
06/03/2020,"Unites States_Orange, CA",12.6,24.6
07/03/2020,"Unites States_Orange, CA",10.6,21
08/03/2020,"Unites States_Orange, CA",9.6,18.6
09/03/2020,"Unites States_Orange, CA",9.6,17.1
10/03/2020,"Unites States_Orange, CA",10.2,17.5
11/03/2020,"Unites States_Orange, CA",12,14.6
12/03/2020,"Unites States_Orange, CA",12.2,18.4
13/03/2020,"Unites States_Orange, CA",12.3,14.7
27/02/2020,"Unites States_Sacramento County, CA",8,25.7
28/02/2020,"Unites States_Sacramento County, CA",8.9,24.9
29/02/2020,"Unites States_Sacramento County, CA",8.4,18.2
01/03/2020,"Unites States_Sacramento County, CA",4.6,14.2
02/03/2020,"Unites States_Sacramento County, CA",5.9,16.9
03/03/2020,"Unites States_Sacramento County, CA",4.6,19.6
04/03/2020,"Unites States_Sacramento County, CA",5.5,19.6
05/03/2020,"Unites States_Sacramento County, CA",7.2,20.3
06/03/2020,"Unites States_Sacramento County, CA",6.1,18.3
07/03/2020,"Unites States_Sacramento County, CA",5.5,17.3
08/03/2020,"Unites States_Sacramento County, CA",6.7,18.1
09/03/2020,"Unites States_Sacramento County, CA",5.4,18.7
10/03/2020,"Unites States_Sacramento County, CA",4.8,17.7
11/03/2020,"Unites States_Sacramento County, CA",4.9,11.7
12/03/2020,"Unites States_Sacramento County, CA",5.8,15.1
13/03/2020,"Unites States_Sacramento County, CA",6.3,11.9
18/02/2020,"Unites States_San Antonio, TX",11.9,22.7
19/02/2020,"Unites States_San Antonio, TX",10.7,12
20/02/2020,"Unites States_San Antonio, TX",7.6,12.4
21/02/2020,"Unites States_San Antonio, TX",6.4,9.5
22/02/2020,"Unites States_San Antonio, TX",8.7,12.9
23/02/2020,"Unites States_San Antonio, TX",12.5,18.1
24/02/2020,"Unites States_San Antonio, TX",16.4,25
25/02/2020,"Unites States_San Antonio, TX",13.6,25.3
26/02/2020,"Unites States_San Antonio, TX",5.4,18.2
27/02/2020,"Unites States_San Antonio, TX",5.4,14
27/02/2020,"Unites States_San Antonio, TX",2.8,15.9
28/02/2020,"Unites States_San Antonio, TX",5.4,15.3
28/02/2020,"Unites States_San Antonio, TX",5.4,22.3
29/02/2020,"Unites States_San Antonio, TX",9,12.4
29/02/2020,"Unites States_San Antonio, TX",8.9,20.5
01/03/2020,"Unites States_San Antonio, TX",9.8,15.3
01/03/2020,"Unites States_San Antonio, TX",12.9,24.9
02/03/2020,"Unites States_San Antonio, TX",14.1,18
02/03/2020,"Unites States_San Antonio, TX",16,23
03/03/2020,"Unites States_San Antonio, TX",16.7,24
03/03/2020,"Unites States_San Antonio, TX",15.9,25.8
04/03/2020,"Unites States_San Antonio, TX",10.4,24.7
05/03/2020,"Unites States_San Antonio, TX",8.7,17.7
06/03/2020,"Unites States_San Antonio, TX",6.5,18.1
07/03/2020,"Unites States_San Antonio, TX",10.5,20.7
08/03/2020,"Unites States_San Antonio, TX",15.9,20.8
09/03/2020,"Unites States_San Antonio, TX",17.1,23.7
10/03/2020,"Unites States_San Antonio, TX",17,26
11/03/2020,"Unites States_San Antonio, TX",17,28.3
12/03/2020,"Unites States_San Antonio, TX",18.6,27.4
13/03/2020,"Unites States_San Antonio, TX",20.2,28.6
18/02/2020,"Unites States_San Benito, CA",7.2,16.5
19/02/2020,"Unites States_San Benito, CA",5.1,19
20/02/2020,"Unites States_San Benito, CA",7.1,18.6
21/02/2020,"Unites States_San Benito, CA",5.1,15.1
22/02/2020,"Unites States_San Benito, CA",4.1,15.7
23/02/2020,"Unites States_San Benito, CA",3.6,16.3
24/02/2020,"Unites States_San Benito, CA",0.7,14.3
25/02/2020,"Unites States_San Benito, CA",-0.8,10.1
26/02/2020,"Unites States_San Benito, CA",-0.1,13.5
27/02/2020,"Unites States_San Benito, CA",2.7,15.1
27/02/2020,"Unites States_San Benito, CA",12.4,20.6
28/02/2020,"Unites States_San Benito, CA",-0.2,14.2
28/02/2020,"Unites States_San Benito, CA",12.9,20.3
29/02/2020,"Unites States_San Benito, CA",-0.2,11
29/02/2020,"Unites States_San Benito, CA",3.5,17.5
01/03/2020,"Unites States_San Benito, CA",-0.1,11.8
01/03/2020,"Unites States_San Benito, CA",-0.2,8.3
02/03/2020,"Unites States_San Benito, CA",2.3,9.8
02/03/2020,"Unites States_San Benito, CA",-1.4,11.2
03/03/2020,"Unites States_San Benito, CA",4.1,13.5
03/03/2020,"Unites States_San Benito, CA",2.3,17.5
04/03/2020,"Unites States_San Benito, CA",5.7,21.8
05/03/2020,"Unites States_San Benito, CA",8,21.7
06/03/2020,"Unites States_San Benito, CA",6.7,21.4
07/03/2020,"Unites States_San Benito, CA",5.5,19.7
08/03/2020,"Unites States_San Benito, CA",5,17.8
09/03/2020,"Unites States_San Benito, CA",5,17.4
10/03/2020,"Unites States_San Benito, CA",5.6,16.3
11/03/2020,"Unites States_San Benito, CA",6.2,12.1
12/03/2020,"Unites States_San Benito, CA",2.4,12.4
13/03/2020,"Unites States_San Benito, CA",3.2,9.1
18/02/2020,"Unites States_San Diego County, CA",10.7,16.2
19/02/2020,"Unites States_San Diego County, CA",14.2,17.1
20/02/2020,"Unites States_San Diego County, CA",13.9,18.8
21/02/2020,"Unites States_San Diego County, CA",15.1,19
22/02/2020,"Unites States_San Diego County, CA",13.4,15.8
23/02/2020,"Unites States_San Diego County, CA",13.3,15.5
24/02/2020,"Unites States_San Diego County, CA",13.6,17.3
25/02/2020,"Unites States_San Diego County, CA",13.7,19.1
26/02/2020,"Unites States_San Diego County, CA",12.4,16.3
26/02/2020,"Unites States_San Diego County, CA",15.2,22.7
27/02/2020,"Unites States_San Diego County, CA",12.1,14.2
27/02/2020,"Unites States_San Diego County, CA",12.8,25.1
28/02/2020,"Unites States_San Diego County, CA",12.2,14.2
28/02/2020,"Unites States_San Diego County, CA",13.9,22.9
29/02/2020,"Unites States_San Diego County, CA",11.7,14.1
29/02/2020,"Unites States_San Diego County, CA",14.4,18.8
01/03/2020,"Unites States_San Diego County, CA",11.6,14.1
01/03/2020,"Unites States_San Diego County, CA",12.4,14.7
02/03/2020,"Unites States_San Diego County, CA",11.6,14.7
02/03/2020,"Unites States_San Diego County, CA",11.9,16.8
03/03/2020,"Unites States_San Diego County, CA",13,15.5
03/03/2020,"Unites States_San Diego County, CA",13.1,16.3
04/03/2020,"Unites States_San Diego County, CA",12.9,16.2
05/03/2020,"Unites States_San Diego County, CA",14,22.6
06/03/2020,"Unites States_San Diego County, CA",14.2,19.6
07/03/2020,"Unites States_San Diego County, CA",15.7,20.7
08/03/2020,"Unites States_San Diego County, CA",14.9,19.4
09/03/2020,"Unites States_San Diego County, CA",13.3,16.4
10/03/2020,"Unites States_San Diego County, CA",13,15.2
11/03/2020,"Unites States_San Diego County, CA",13.1,15.9
12/03/2020,"Unites States_San Diego County, CA",13.1,14.2
18/02/2020,"Unites States_Santa Clara, CA",7.5,19.4
19/02/2020,"Unites States_Santa Clara, CA",6.2,18.4
20/02/2020,"Unites States_Santa Clara, CA",7.3,19.6
21/02/2020,"Unites States_Santa Clara, CA",7.3,19.7
22/02/2020,"Unites States_Santa Clara, CA",5.9,18
23/02/2020,"Unites States_Santa Clara, CA",5.2,16.4
24/02/2020,"Unites States_Santa Clara, CA",4.4,15
25/02/2020,"Unites States_Santa Clara, CA",5.7,16.3
26/02/2020,"Unites States_Santa Clara, CA",4.3,18.1
27/02/2020,"Unites States_Santa Clara, CA",4.1,14.9
27/02/2020,"Unites States_Santa Clara, CA",12.8,25.3
28/02/2020,"Unites States_Santa Clara, CA",4.1,16.6
28/02/2020,"Unites States_Santa Clara, CA",11.3,24.8
29/02/2020,"Unites States_Santa Clara, CA",4.3,13.5
29/02/2020,"Unites States_Santa Clara, CA",6.7,16
01/03/2020,"Unites States_Santa Clara, CA",4.3,10.9
01/03/2020,"Unites States_Santa Clara, CA",4.2,11
02/03/2020,"Unites States_Santa Clara, CA",4.8,13.8
02/03/2020,"Unites States_Santa Clara, CA",6.2,15.3
03/03/2020,"Unites States_Santa Clara, CA",8,17.4
03/03/2020,"Unites States_Santa Clara, CA",7,19
04/03/2020,"Unites States_Santa Clara, CA",8.1,21.9
05/03/2020,"Unites States_Santa Clara, CA",8.8,24
06/03/2020,"Unites States_Santa Clara, CA",5.8,16.6
07/03/2020,"Unites States_Santa Clara, CA",4.5,18.9
08/03/2020,"Unites States_Santa Clara, CA",5.7,18.6
09/03/2020,"Unites States_Santa Clara, CA",5.2,20.7
10/03/2020,"Unites States_Santa Clara, CA",5.2,17.5
11/03/2020,"Unites States_Santa Clara, CA",7,12
12/03/2020,"Unites States_Santa Clara, CA",6,14.9
