date,region,min,max
03/02/2020,"Unites States_Los Angeles, CA",8.8,16.3
04/02/2020,"Unites States_Los Angeles, CA",6,15.1
05/02/2020,"Unites States_Los Angeles, CA",5.8,16.1
06/02/2020,"Unites States_Los Angeles, CA",6.9,17.5
07/02/2020,"Unites States_Los Angeles, CA",7.7,18.3
08/02/2020,"Unites States_Los Angeles, CA",8.8,18.9
09/02/2020,"Unites States_Los Angeles, CA",11.8,16.2
10/02/2020,"Unites States_Los Angeles, CA",11.8,23.6
11/02/2020,"Unites States_Los Angeles, CA",10.6,22.2
12/02/2020,"Unites States_Los Angeles, CA",8.9,18.6
13/02/2020,"Unites States_Los Angeles, CA",10.3,20
14/02/2020,"Unites States_Los Angeles, CA",10,19.1
15/02/2020,"Unites States_Los Angeles, CA",9.4,18.5
16/02/2020,"Unites States_Los Angeles, CA",9.7,22
17/02/2020,"Unites States_Los Angeles, CA",13,15
18/02/2020,"Unites States_Los Angeles, CA",11.6,19.7
18/02/2020,"Unites States_Los Angeles, CA",11.6,19.7
19/02/2020,"Unites States_Los Angeles, CA",13.4,18.8
19/02/2020,"Unites States_Los Angeles, CA",13.4,18.8
20/02/2020,"Unites States_Los Angeles, CA",10.6,25.4
20/02/2020,"Unites States_Los Angeles, CA",10.6,25.4
21/02/2020,"Unites States_Los Angeles, CA",12.9,24.8
21/02/2020,"Unites States_Los Angeles, CA",12.9,24.8
22/02/2020,"Unites States_Los Angeles, CA",13.8,18.2
22/02/2020,"Unites States_Los Angeles, CA",13.8,18.2
23/02/2020,"Unites States_Los Angeles, CA",10.9,18.1
23/02/2020,"Unites States_Los Angeles, CA",10.9,18.1
24/02/2020,"Unites States_Los Angeles, CA",11.1,20.1
24/02/2020,"Unites States_Los Angeles, CA",11.1,20.1
25/02/2020,"Unites States_Los Angeles, CA",11.6,19.7
25/02/2020,"Unites States_Los Angeles, CA",11.8,26.5
25/02/2020,"Unites States_Los Angeles, CA",11.8,26.5
26/02/2020,"Unites States_Los Angeles, CA",13.4,18.8
26/02/2020,"Unites States_Los Angeles, CA",13.2,26.6
26/02/2020,"Unites States_Los Angeles, CA",12.9,25.2
22/01/2020,"Unites States_Madison, WI",-6.1,-0.6
23/01/2020,"Unites States_Madison, WI",-2.2,0
24/01/2020,"Unites States_Madison, WI",0,1.1
25/01/2020,"Unites States_Madison, WI",0,2
26/01/2020,"Unites States_Madison, WI",-1.7,1.2
27/01/2020,"Unites States_Madison, WI",-3.3,0
28/01/2020,"Unites States_Madison, WI",-3.6,0
29/01/2020,"Unites States_Madison, WI",-5,-3.3
30/01/2020,"Unites States_Madison, WI",-4.4,-1.1
31/01/2020,"Unites States_Madison, WI",-2.8,0.6
01/02/2020,"Unites States_Madison, WI",-0.6,2.2
02/02/2020,"Unites States_Madison, WI",-0.3,8.9
03/02/2020,"Unites States_Madison, WI",-4.2,7.5
04/02/2020,"Unites States_Madison, WI",-5.3,3.6
05/02/2020,"Unites States_Madison, WI",-9.7,-1.6
06/02/2020,"Unites States_Madison, WI",-9.4,-1.1
07/02/2020,"Unites States_Madison, WI",-10.9,1.4
08/02/2020,"Unites States_Madison, WI",-8.3,-1.1
09/02/2020,"Unites States_Madison, WI",-8.9,0
10/02/2020,"Unites States_Madison, WI",-15.6,-0.6
11/02/2020,"Unites States_Madison, WI",-8.3,-1.1
12/02/2020,"Unites States_Madison, WI",-12.2,1.7
13/02/2020,"Unites States_Madison, WI",-20.6,-3.3
14/02/2020,"Unites States_Madison, WI",-23,-12
15/02/2020,"Unites States_Madison, WI",-15,1
16/02/2020,"Unites States_Madison, WI",-11,0
17/02/2020,"Unites States_Madison, WI",-2.8,1
18/02/2020,"Unites States_Madison, WI",-5.8,0.6
19/02/2020,"Unites States_Madison, WI",-16.4,-2.5
20/02/2020,"Unites States_Madison, WI",-21.7,-6.4
21/02/2020,"Unites States_Madison, WI",-15.3,-3
22/02/2020,"Unites States_Madison, WI",-6.4,2.8
23/02/2020,"Unites States_Madison, WI",-0.3,7.2
24/02/2020,"Unites States_Madison, WI",-4,3
25/02/2020,"Unites States_Madison, WI",-5.8,0.6
25/02/2020,"Unites States_Madison, WI",-2,1
26/02/2020,"Unites States_Madison, WI",-16.4,-2.5
26/02/2020,"Unites States_Madison, WI",-5,-3
22/01/2020,"Unites States_Omaha, NE",-1,1
23/01/2020,"Unites States_Omaha, NE",-1,1
24/01/2020,"Unites States_Omaha, NE",-1,1
25/01/2020,"Unites States_Omaha, NE",-1,1
26/01/2020,"Unites States_Omaha, NE",-1,1
27/01/2020,"Unites States_Omaha, NE",-1,1
28/01/2020,"Unites States_Omaha, NE",-1,1
29/01/2020,"Unites States_Omaha, NE",-1,1
30/01/2020,"Unites States_Omaha, NE",-1,1
31/01/2020,"Unites States_Omaha, NE",-1,1
01/02/2020,"Unites States_Omaha, NE",-1,1
02/02/2020,"Unites States_Omaha, NE",-1,1
03/02/2020,"Unites States_Omaha, NE",-1,1
04/02/2020,"Unites States_Omaha, NE",-1,1
05/02/2020,"Unites States_Omaha, NE",-1,1
06/02/2020,"Unites States_Omaha, NE",-1,1
07/02/2020,"Unites States_Omaha, NE",-1,1
08/02/2020,"Unites States_Omaha, NE",-1,1
09/02/2020,"Unites States_Omaha, NE",-1,1
10/02/2020,"Unites States_Omaha, NE",-1,1
11/02/2020,"Unites States_Omaha, NE",-1,1
12/02/2020,"Unites States_Omaha, NE",-1,1
13/02/2020,"Unites States_Omaha, NE",-1,1
14/02/2020,"Unites States_Omaha, NE",-1,-3
15/02/2020,"Unites States_Omaha, NE",-7,9
16/02/2020,"Unites States_Omaha, NE",-3,12
17/02/2020,"Unites States_Omaha, NE",-2,9
18/02/2020,"Unites States_Omaha, NE (From Diamond Princess)",-6.7,6.1
19/02/2020,"Unites States_Omaha, NE (From Diamond Princess)",-10.6,-1.7
20/02/2020,"Unites States_Omaha, NE (From Diamond Princess)",-15.6,-1.7
21/02/2020,"Unites States_Omaha, NE (From Diamond Princess)",-8.9,10
22/02/2020,"Unites States_Omaha, NE (From Diamond Princess)",-3.9,14.4
23/02/2020,"Unites States_Omaha, NE (From Diamond Princess)",-2.8,16.1
24/02/2020,"Unites States_Omaha, NE (From Diamond Princess)",0.3,8.6
25/02/2020,"Unites States_Omaha, NE (From Diamond Princess)",-6.7,6.1
25/02/2020,"Unites States_Omaha, NE (From Diamond Princess)",-1,5.8
26/02/2020,"Unites States_Omaha, NE (From Diamond Princess)",-10.6,-1.7
26/02/2020,"Unites States_Omaha, NE (From Diamond Princess)",-5.6,3.5
22/01/2020,"Unites States_Orange, CA",10.7,19.1
23/01/2020,"Unites States_Orange, CA",8.9,24.3
24/01/2020,"Unites States_Orange, CA",10,22
25/01/2020,"Unites States_Orange, CA",10.2,21.1
26/01/2020,"Unites States_Orange, CA",11.5,17
27/01/2020,"Unites States_Orange, CA",8.5,23.2
28/01/2020,"Unites States_Orange, CA",9.3,24.4
29/01/2020,"Unites States_Orange, CA",7.9,23.9
30/01/2020,"Unites States_Orange, CA",10.3,24.2
31/01/2020,"Unites States_Orange, CA",8.9,28.7
01/02/2020,"Unites States_Orange, CA",10.6,29.7
02/02/2020,"Unites States_Orange, CA",10.1,23.1
03/02/2020,"Unites States_Orange, CA",9,19.4
04/02/2020,"Unites States_Orange, CA",8.1,16.8
05/02/2020,"Unites States_Orange, CA",3.7,17.6
06/02/2020,"Unites States_Orange, CA",6.8,19.4
07/02/2020,"Unites States_Orange, CA",6.8,21.7
08/02/2020,"Unites States_Orange, CA",7.9,21.6
09/02/2020,"Unites States_Orange, CA",11.6,16.9
10/02/2020,"Unites States_Orange, CA",10.6,23.4
11/02/2020,"Unites States_Orange, CA",8.9,24.3
12/02/2020,"Unites States_Orange, CA",8.1,20.2
13/02/2020,"Unites States_Orange, CA",8,20.9
14/02/2020,"Unites States_Orange, CA",9,21
15/02/2020,"Unites States_Orange, CA",7.9,20.5
16/02/2020,"Unites States_Orange, CA",8.9,24.3
17/02/2020,"Unites States_Orange, CA",12,15.3
18/02/2020,"Unites States_Orange, CA",9.9,22.1
18/02/2020,"Unites States_Orange, CA",9.9,22.1
19/02/2020,"Unites States_Orange, CA",12.2,21
19/02/2020,"Unites States_Orange, CA",12.2,21
20/02/2020,"Unites States_Orange, CA",9.8,27.5
20/02/2020,"Unites States_Orange, CA",9.8,27.5
21/02/2020,"Unites States_Orange, CA",12.2,25.6
21/02/2020,"Unites States_Orange, CA",12.2,25.6
22/02/2020,"Unites States_Orange, CA",13.5,20
22/02/2020,"Unites States_Orange, CA",13.5,20
23/02/2020,"Unites States_Orange, CA",12.4,20.2
23/02/2020,"Unites States_Orange, CA",12.4,20.2
24/02/2020,"Unites States_Orange, CA",10,22
24/02/2020,"Unites States_Orange, CA",10,21.5
25/02/2020,"Unites States_Orange, CA",9.9,22.1
25/02/2020,"Unites States_Orange, CA",10.8,28
25/02/2020,"Unites States_Orange, CA",10.8,28
26/02/2020,"Unites States_Orange, CA",12.2,21
26/02/2020,"Unites States_Orange, CA",12,28
26/02/2020,"Unites States_Orange, CA",12,28
18/02/2020,"Unites States_Sacramento County, CA",6.7,19.4
19/02/2020,"Unites States_Sacramento County, CA",4.8,19.7
20/02/2020,"Unites States_Sacramento County, CA",5.5,20.3
21/02/2020,"Unites States_Sacramento County, CA",6.1,22.8
22/02/2020,"Unites States_Sacramento County, CA",6.7,22.5
23/02/2020,"Unites States_Sacramento County, CA",6.7,17.8
24/02/2020,"Unites States_Sacramento County, CA",6.6,22.5
25/02/2020,"Unites States_Sacramento County, CA",6.7,19.4
25/02/2020,"Unites States_Sacramento County, CA",6.8,22.7
26/02/2020,"Unites States_Sacramento County, CA",4.8,19.7
26/02/2020,"Unites States_Sacramento County, CA",8.4,23.9
22/01/2020,"Unites States_San Antonio, TX",7.6,15.4
23/01/2020,"Unites States_San Antonio, TX",9.1,20.7
24/01/2020,"Unites States_San Antonio, TX",4.5,20.4
25/01/2020,"Unites States_San Antonio, TX",4.7,19.3
26/01/2020,"Unites States_San Antonio, TX",9.9,23.9
27/01/2020,"Unites States_San Antonio, TX",9.2,24
28/01/2020,"Unites States_San Antonio, TX",10.1,22.4
29/01/2020,"Unites States_San Antonio, TX",6.8,18.8
30/01/2020,"Unites States_San Antonio, TX",6.4,12.7
31/01/2020,"Unites States_San Antonio, TX",6.4,15
01/02/2020,"Unites States_San Antonio, TX",3.5,19.8
02/02/2020,"Unites States_San Antonio, TX",2.1,24.4
03/02/2020,"Unites States_San Antonio, TX",8.8,23.3
04/02/2020,"Unites States_San Antonio, TX",11.1,24.9
05/02/2020,"Unites States_San Antonio, TX",2.5,14.3
06/02/2020,"Unites States_San Antonio, TX",-1.7,13.2
07/02/2020,"Unites States_San Antonio, TX",-1.1,21.4
08/02/2020,"Unites States_San Antonio, TX",6.5,22.1
09/02/2020,"Unites States_San Antonio, TX",15.3,24.9
10/02/2020,"Unites States_San Antonio, TX",12.7,24.8
11/02/2020,"Unites States_San Antonio, TX",7.1,14
12/02/2020,"Unites States_San Antonio, TX",6.7,16.8
13/02/2020,"Unites States_San Antonio, TX",5.1,16.8
14/02/2020,"Unites States_San Antonio, TX",1.4,14.7
15/02/2020,"Unites States_San Antonio, TX",3.5,18
16/02/2020,"Unites States_San Antonio, TX",9.2,22.4
17/02/2020,"Unites States_San Antonio, TX",18.6,22.4
18/02/2020,"Unites States_San Antonio, TX",12.9,25.3
19/02/2020,"Unites States_San Antonio, TX",9.3,15
20/02/2020,"Unites States_San Antonio, TX",7,9.6
21/02/2020,"Unites States_San Antonio, TX",2.8,13.7
22/02/2020,"Unites States_San Antonio, TX",3.9,17.8
23/02/2020,"Unites States_San Antonio, TX",11.9,22
24/02/2020,"Unites States_San Antonio, TX",12.6,21.4
25/02/2020,"Unites States_San Antonio, TX",12.9,25.3
25/02/2020,"Unites States_San Antonio, TX",5.7,20.6
26/02/2020,"Unites States_San Antonio, TX",9.3,15
26/02/2020,"Unites States_San Antonio, TX",3,12.5
22/01/2020,"Unites States_San Benito, CA",9,17
23/01/2020,"Unites States_San Benito, CA",6,18
24/01/2020,"Unites States_San Benito, CA",6,19
25/01/2020,"Unites States_San Benito, CA",7,19
26/01/2020,"Unites States_San Benito, CA",8,17
27/01/2020,"Unites States_San Benito, CA",4,17
28/01/2020,"Unites States_San Benito, CA",6,17
29/01/2020,"Unites States_San Benito, CA",8,17
30/01/2020,"Unites States_San Benito, CA",3,14
31/01/2020,"Unites States_San Benito, CA",4,21
01/02/2020,"Unites States_San Benito, CA",3,22
02/02/2020,"Unites States_San Benito, CA",5,15
03/02/2020,"Unites States_San Benito, CA",1,13
04/02/2020,"Unites States_San Benito, CA",-3,14
05/02/2020,"Unites States_San Benito, CA",-2,16
06/02/2020,"Unites States_San Benito, CA",1,20
07/02/2020,"Unites States_San Benito, CA",1,21
08/02/2020,"Unites States_San Benito, CA",2,16
09/02/2020,"Unites States_San Benito, CA",2,18
10/02/2020,"Unites States_San Benito, CA",1,21
11/02/2020,"Unites States_San Benito, CA",1,21
12/02/2020,"Unites States_San Benito, CA",1,21
13/02/2020,"Unites States_San Benito, CA",5,16
14/02/2020,"Unites States_San Benito, CA",7,18
15/02/2020,"Unites States_San Benito, CA",2,20
16/02/2020,"Unites States_San Benito, CA",3,19
17/02/2020,"Unites States_San Benito, CA",2,8
18/02/2020,"Unites States_San Benito, CA",1,14
19/02/2020,"Unites States_San Benito, CA",1,21
20/02/2020,"Unites States_San Benito, CA",1,22
21/02/2020,"Unites States_San Benito, CA",4,20
22/02/2020,"Unites States_San Benito, CA",8,16
23/02/2020,"Unites States_San Benito, CA",6,16
24/02/2020,"Unites States_San Benito, CA",3,21
25/02/2020,"Unites States_San Benito, CA",1,15
25/02/2020,"Unites States_San Benito, CA",2,23
26/02/2020,"Unites States_San Benito, CA",1,21
26/02/2020,"Unites States_San Benito, CA",3,25.6
22/01/2020,"Unites States_San Diego County, CA",11.5,17.6
23/01/2020,"Unites States_San Diego County, CA",8.5,20.6
24/01/2020,"Unites States_San Diego County, CA",10.1,20.1
25/01/2020,"Unites States_San Diego County, CA",10.2,17.8
26/01/2020,"Unites States_San Diego County, CA",12.3,16.5
27/01/2020,"Unites States_San Diego County, CA",9.8,19.1
28/01/2020,"Unites States_San Diego County, CA",8.7,23.1
29/01/2020,"Unites States_San Diego County, CA",8.9,22
30/01/2020,"Unites States_San Diego County, CA",7.8,22.9
31/01/2020,"Unites States_San Diego County, CA",7.2,26.1
01/02/2020,"Unites States_San Diego County, CA",9,26.5
02/02/2020,"Unites States_San Diego County, CA",9.9,19.6
03/02/2020,"Unites States_San Diego County, CA",11.1,17.6
04/02/2020,"Unites States_San Diego County, CA",4,16.8
05/02/2020,"Unites States_San Diego County, CA",2.1,16.7
06/02/2020,"Unites States_San Diego County, CA",5.7,18.2
07/02/2020,"Unites States_San Diego County, CA",6,19.2
08/02/2020,"Unites States_San Diego County, CA",8.3,18.9
09/02/2020,"Unites States_San Diego County, CA",11.3,14.8
10/02/2020,"Unites States_San Diego County, CA",9.7,15.2
11/02/2020,"Unites States_San Diego County, CA",7.3,19.5
12/02/2020,"Unites States_San Diego County, CA",6.4,18.2
13/02/2020,"Unites States_San Diego County, CA",6.5,19.5
14/02/2020,"Unites States_San Diego County, CA",9.7,17.3
15/02/2020,"Unites States_San Diego County, CA",8,19
16/02/2020,"Unites States_San Diego County, CA",9.2,19
17/02/2020,"Unites States_San Diego County, CA",14.4,16
18/02/2020,"Unites States_San Diego County, CA",13.3,18.3
19/02/2020,"Unites States_San Diego County, CA",12,18.9
20/02/2020,"Unites States_San Diego County, CA",9.6,23.1
21/02/2020,"Unites States_San Diego County, CA",10.5,20.5
22/02/2020,"Unites States_San Diego County, CA",12.5,17.2
23/02/2020,"Unites States_San Diego County, CA",12.6,17.8
24/02/2020,"Unites States_San Diego County, CA",12.2,18.3
25/02/2020,"Unites States_San Diego County, CA",13.3,18.3
25/02/2020,"Unites States_San Diego County, CA",10.7,22.9
26/02/2020,"Unites States_San Diego County, CA",12,18.9
26/02/2020,"Unites States_San Diego County, CA",12.9,23
22/01/2020,"Unites States_Santa Clara, CA",8.7,15
23/01/2020,"Unites States_Santa Clara, CA",6.5,15.5
24/01/2020,"Unites States_Santa Clara, CA",5.7,15.9
25/01/2020,"Unites States_Santa Clara, CA",8.1,17.6
26/01/2020,"Unites States_Santa Clara, CA",8.2,16.1
27/01/2020,"Unites States_Santa Clara, CA",4.8,14.4
28/01/2020,"Unites States_Santa Clara, CA",5.9,15.6
29/01/2020,"Unites States_Santa Clara, CA",5.6,15.6
30/01/2020,"Unites States_Santa Clara, CA",3.9,15.7
31/01/2020,"Unites States_Santa Clara, CA",4.5,18.4
01/02/2020,"Unites States_Santa Clara, CA",6.1,19.4
02/02/2020,"Unites States_Santa Clara, CA",5.8,16.5
03/02/2020,"Unites States_Santa Clara, CA",0.6,12
04/02/2020,"Unites States_Santa Clara, CA",1.7,12.2
05/02/2020,"Unites States_Santa Clara, CA",2,16.2
06/02/2020,"Unites States_Santa Clara, CA",2.6,17.8
07/02/2020,"Unites States_Santa Clara, CA",3.5,17.8
08/02/2020,"Unites States_Santa Clara, CA",5.4,16.3
09/02/2020,"Unites States_Santa Clara, CA",4.1,17
10/02/2020,"Unites States_Santa Clara, CA",6.4,21.7
11/02/2020,"Unites States_Santa Clara, CA",7.5,22.5
12/02/2020,"Unites States_Santa Clara, CA",5.8,20.9
13/02/2020,"Unites States_Santa Clara, CA",6.1,17.2
14/02/2020,"Unites States_Santa Clara, CA",10,17
15/02/2020,"Unites States_Santa Clara, CA",6,19
16/02/2020,"Unites States_Santa Clara, CA",7,16
17/02/2020,"Unites States_Santa Clara, CA",8,12.4
18/02/2020,"Unites States_Santa Clara, CA",8.5,20.4
19/02/2020,"Unites States_Santa Clara, CA",5.9,18.9
20/02/2020,"Unites States_Santa Clara, CA",6.7,19.1
21/02/2020,"Unites States_Santa Clara, CA",8.2,19.2
22/02/2020,"Unites States_Santa Clara, CA",10,19
23/02/2020,"Unites States_Santa Clara, CA",9.1,15.9
24/02/2020,"Unites States_Santa Clara, CA",10,14.4
25/02/2020,"Unites States_Santa Clara, CA",8.5,20.4
25/02/2020,"Unites States_Santa Clara, CA",8,25
26/02/2020,"Unites States_Santa Clara, CA",5.9,18.9
26/02/2020,"Unites States_Santa Clara, CA",8,24
22/01/2020,"Unites States_Seattle, WA",-3.3,1.1
23/01/2020,"Unites States_Seattle, WA",-0.6,1.1
24/01/2020,"Unites States_Seattle, WA",-0.6,2.8
25/01/2020,"Unites States_Seattle, WA",0.6,2.2
26/01/2020,"Unites States_Seattle, WA",0.6,6.7
27/01/2020,"Unites States_Seattle, WA",-0.6,3.9
28/01/2020,"Unites States_Seattle, WA",0,4.4
29/01/2020,"Unites States_Seattle, WA",0.6,2.2
30/01/2020,"Unites States_Seattle, WA",-2.2,1.7
31/01/2020,"Unites States_Seattle, WA",-0.6,13.3
01/02/2020,"Unites States_Seattle, WA",1.1,12.8
02/02/2020,"Unites States_Seattle, WA",-1.7,5
03/02/2020,"Unites States_Seattle, WA",-4.4,3.9
04/02/2020,"Unites States_Seattle, WA",-5,-1.1
05/02/2020,"Unites States_Seattle, WA",-2.8,4.4
06/02/2020,"Unites States_Seattle, WA",-1.1,5
07/02/2020,"Unites States_Seattle, WA",1.1,5.6
08/02/2020,"Unites States_Seattle, WA",1.7,10
09/02/2020,"Unites States_Seattle, WA",-2.2,7.2
10/02/2020,"Unites States_Seattle, WA",-2.2,8.9
11/02/2020,"Unites States_Seattle, WA",-1.1,12.2
12/02/2020,"Unites States_Seattle, WA",0.6,10
13/02/2020,"Unites States_Seattle, WA",-2.2,3.9
14/02/2020,"Unites States_Seattle, WA",-1,9
15/02/2020,"Unites States_Seattle, WA",-1,7
16/02/2020,"Unites States_Seattle, WA",-0.6,1.1
17/02/2020,"Unites States_Seattle, WA",-4,1
18/02/2020,"Unites States_Seattle, WA",-4.4,6.7
19/02/2020,"Unites States_Seattle, WA",-5,6.7
20/02/2020,"Unites States_Seattle, WA",-5,6.1
21/02/2020,"Unites States_Seattle, WA",-4.4,6.7
22/02/2020,"Unites States_Seattle, WA",-1.7,12.2
23/02/2020,"Unites States_Seattle, WA",1.7,8.9
24/02/2020,"Unites States_Seattle, WA",1,9
25/02/2020,"Unites States_Seattle, WA",-4.4,6.7
25/02/2020,"Unites States_Seattle, WA",-3,8
26/02/2020,"Unites States_Seattle, WA",-5,6.7
26/02/2020,"Unites States_Seattle, WA",-1,14
22/01/2020,"Unites States_Tempe, AZ",1.1,12.2
23/01/2020,"Unites States_Tempe, AZ",-1.7,16.1
24/01/2020,"Unites States_Tempe, AZ",-1.7,15.6
25/01/2020,"Unites States_Tempe, AZ",-1.1,17.2
26/01/2020,"Unites States_Tempe, AZ",-0.6,16.1
27/01/2020,"Unites States_Tempe, AZ",1.1,13.9
28/01/2020,"Unites States_Tempe, AZ",0,15
29/01/2020,"Unites States_Tempe, AZ",-0.6,8.3
30/01/2020,"Unites States_Tempe, AZ",0.6,15
31/01/2020,"Unites States_Tempe, AZ",2.8,16.1
01/02/2020,"Unites States_Tempe, AZ",-1.1,21.1
02/02/2020,"Unites States_Tempe, AZ",0.6,18.9
03/02/2020,"Unites States_Tempe, AZ",-1.1,9.4
04/02/2020,"Unites States_Tempe, AZ",-6.7,5
05/02/2020,"Unites States_Tempe, AZ",-9.4,6.1
06/02/2020,"Unites States_Tempe, AZ",-6.7,10.6
07/02/2020,"Unites States_Tempe, AZ",-3.9,15.6
08/02/2020,"Unites States_Tempe, AZ",-2.2,18.9
09/02/2020,"Unites States_Tempe, AZ",-1.7,14.4
10/02/2020,"Unites States_Tempe, AZ",2.8,12.8
11/02/2020,"Unites States_Tempe, AZ",-2.8,5.6
12/02/2020,"Unites States_Tempe, AZ",-4.4,9.4
13/02/2020,"Unites States_Tempe, AZ",-4.4,15
14/02/2020,"Unites States_Tempe, AZ",1,13
15/02/2020,"Unites States_Tempe, AZ",-1,13
16/02/2020,"Unites States_Tempe, AZ",-1.7,16.1
17/02/2020,"Unites States_Tempe, AZ",3,12
18/02/2020,"Unites States_Tempe, AZ",0,18.3
18/02/2020,"Unites States_Tempe, AZ",0,18.3
19/02/2020,"Unites States_Tempe, AZ",1.1,17.2
19/02/2020,"Unites States_Tempe, AZ",1.1,17.2
20/02/2020,"Unites States_Tempe, AZ",0.6,18.9
20/02/2020,"Unites States_Tempe, AZ",0.6,18.9
21/02/2020,"Unites States_Tempe, AZ",6.7,14.4
21/02/2020,"Unites States_Tempe, AZ",6.7,14.4
22/02/2020,"Unites States_Tempe, AZ",3.3,9.4
22/02/2020,"Unites States_Tempe, AZ",3.3,9.4
23/02/2020,"Unites States_Tempe, AZ",0.6,6.7
23/02/2020,"Unites States_Tempe, AZ",0.6,6.7
24/02/2020,"Unites States_Tempe, AZ",1.1,14.4
24/02/2020,"Unites States_Tempe, AZ",1.1,14.4
25/02/2020,"Unites States_Tempe, AZ",0,18.3
25/02/2020,"Unites States_Tempe, AZ",2,7
25/02/2020,"Unites States_Tempe, AZ",2,7
26/02/2020,"Unites States_Tempe, AZ",1.1,17.2
26/02/2020,"Unites States_Tempe, AZ",0,12
26/02/2020,"Unites States_Tempe, AZ",0,12
18/02/2020,"Unites States_Travis, CA (From Diamond Princess)",3.9,21.1
19/02/2020,"Unites States_Travis, CA (From Diamond Princess)",1.7,20.6
20/02/2020,"Unites States_Travis, CA (From Diamond Princess)",3.3,20.6
21/02/2020,"Unites States_Travis, CA (From Diamond Princess)",3.9,24.4
22/02/2020,"Unites States_Travis, CA (From Diamond Princess)",4.4,24.4
23/02/2020,"Unites States_Travis, CA (From Diamond Princess)",3.3,18.3
24/02/2020,"Unites States_Travis, CA (From Diamond Princess)",3.1,25
25/02/2020,"Unites States_Travis, CA (From Diamond Princess)",3.9,21.1
25/02/2020,"Unites States_Travis, CA (From Diamond Princess)",12.6,25.7
26/02/2020,"Unites States_Travis, CA (From Diamond Princess)",1.7,20.6
26/02/2020,"Unites States_Travis, CA (From Diamond Princess)",4.8,24.3
18/02/2020,Unites States_Unassigned Location (From Diamond Princess),1,13.3
19/02/2020,Unites States_Unassigned Location (From Diamond Princess),-2.5,10.7
20/02/2020,Unites States_Unassigned Location (From Diamond Princess),-3.3,6.7
21/02/2020,Unites States_Unassigned Location (From Diamond Princess),-8.8,4.1
22/02/2020,Unites States_Unassigned Location (From Diamond Princess),-7.4,9.6
23/02/2020,Unites States_Unassigned Location (From Diamond Princess),2,12.8
24/02/2020,Unites States_Unassigned Location (From Diamond Princess),6.1,11.9
25/02/2020,Unites States_Unassigned Location (From Diamond Princess),1,13.3
25/02/2020,Unites States_Unassigned Location (From Diamond Princess),1.6,6.5
26/02/2020,Unites States_Unassigned Location (From Diamond Princess),-2.5,10.7
26/02/2020,Unites States_Unassigned Location (From Diamond Princess),-2.3,4.1
22/01/2020,Vietnam_nan,17.6,24.3
23/01/2020,Vietnam_nan,21.6,26.8
24/01/2020,Vietnam_nan,21.4,23
25/01/2020,Vietnam_nan,13.3,22
26/01/2020,Vietnam_nan,12.8,18.5
27/01/2020,Vietnam_nan,13.9,17
28/01/2020,Vietnam_nan,14,15.9
29/01/2020,Vietnam_nan,14.1,16.1
30/01/2020,Vietnam_nan,11,20.3
31/01/2020,Vietnam_nan,11.8,20.5
01/02/2020,Vietnam_nan,14.4,16.8
02/02/2020,Vietnam_nan,16.3,19.5
03/02/2020,Vietnam_nan,15.2,21.4
04/02/2020,Vietnam_nan,13.7,15
05/02/2020,Vietnam_nan,13.7,15
06/02/2020,Vietnam_nan,14.9,19.1
07/02/2020,Vietnam_nan,17.3,19.5
08/02/2020,Vietnam_nan,16.7,18.4
09/02/2020,Vietnam_nan,14.1,15.8
10/02/2020,Vietnam_nan,13.9,18.3
11/02/2020,Vietnam_nan,16.1,23.1
12/02/2020,Vietnam_nan,18,23.3
13/02/2020,Vietnam_nan,20,22.4
14/02/2020,Vietnam_nan,22,27.1
15/02/2020,Vietnam_nan,22.9,28
16/02/2020,Vietnam_nan,21.6,26.8
17/02/2020,Vietnam_nan,15,21
18/02/2020,Vietnam_nan,15.1,21.1
18/02/2020,Vietnam_nan,15.1,21.1
19/02/2020,Vietnam_nan,15,21.6
19/02/2020,Vietnam_nan,15,21.6
20/02/2020,Vietnam_nan,17.8,20.1
20/02/2020,Vietnam_nan,17.8,20.1
21/02/2020,Vietnam_nan,17,22.1
21/02/2020,Vietnam_nan,17,22.1
22/02/2020,Vietnam_nan,17.4,24.1
22/02/2020,Vietnam_nan,17.4,24.1
23/02/2020,Vietnam_nan,15,25.3
23/02/2020,Vietnam_nan,15,25.3
24/02/2020,Vietnam_nan,18,26
24/02/2020,Vietnam_nan,18,26
25/02/2020,Vietnam_nan,15.1,21.1
25/02/2020,Vietnam_nan,18,26
25/02/2020,Vietnam_nan,18,26
26/02/2020,Vietnam_nan,15,21.6
26/02/2020,Vietnam_nan,18,27
26/02/2020,Vietnam_nan,19,27
